,objectid,plant_code,plant_name,utility_id,utility_name,sector_name,street_address,city,county,state,zip,primsource,source_desc,tech_desc,install_mw,total_mw,bat_mw,bio_mw,coal_mw,geo_mw,hydro_mw,hydrops_mw,ng_mw,nuclear_mw,crude_mw,solar_mw,wind_mw,other_mw,source,period,longitude,latitude
82,11652,165,GREC,7490,Grand River Dam Authority,Electric Utility,8142 Hwy 412B,Chouteau,Mayes,Oklahoma,74337.0,natural gas,"Coal = 492.5 MW, Natural Gas = 477 MW",Conventional Steam Coal; Natural Gas Fired Combined Cycle;,1194.3,969.5,,,492.5,,,,477.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-95.2894,36.190278
83,11653,166,Carpenter,814,Entergy Arkansas LLC,Electric Utility,1398 Carpenter Dam Road,Hot Springs,Garland,Arkansas,71901.0,hydroelectric,Hydroelectric = 60.9 MW,Conventional Hydroelectric,56.0,60.9,,,,,60.9,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-93.0262,34.4425
84,11654,170,Lake Catherine,814,Entergy Arkansas LLC,Electric Utility,"Hwy. 270, PO Box 218",Jones Mill,Hot Spring,Arkansas,72105.0,natural gas,Natural Gas = 522 MW,Natural Gas Steam Turbine,552.5,522.0,,,,,,,522.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-92.9049,34.4341
85,11655,172,Osceola (AR),14216,City of Osceola - (AR),Electric Utility,100 West Semmes Ave.,Osceola,Mississippi,Arkansas,72370.0,petroleum,Petroleum = 1.6 MW,Petroleum Liquids,1.6,1.6,,,,,,,,,1.6,,,,"EIA-860, EIA-860M and EIA-923",202305,-89.9689,35.705381
86,11656,174,Remmel,814,Entergy Arkansas LLC,Electric Utility,1282 Remmel Dam Road,Malvern,Hot Spring,Arkansas,72104.0,hydroelectric,Hydroelectric = 11.6 MW,Conventional Hydroelectric,9.0,11.6,,,,,11.6,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-92.8941,34.4272
87,11657,180,Volta 2,14328,Pacific Gas & Electric Co.,Electric Utility,Manton-Viola Road,Manton,Shasta,California,96059.0,hydroelectric,Hydroelectric = 0.9 MW,Conventional Hydroelectric,1.0,0.9,,,,,0.9,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.86215,40.45193
88,11658,182,Beaver Dam,19647,USCE-Little Rock District,Electric Utility,774 Dam Site River Raod,Eureka Springs,Carroll,Arkansas,72631.0,hydroelectric,Hydroelectric = 128.8 MW,Conventional Hydroelectric,112.0,128.8,,,,,128.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-93.847373,36.421507
89,11659,187,Degray,19406,USCE -Vickburg District,Electric Utility,848 Channel Rd,Arkadelphia,Clark,Arkansas,71923.0,hydroelectric,"Pumped Storage = 30 MW,Hydroelectric = 40 MW",Hydroelectric Pumped Storage; Conventional Hydroelectric;,70.0,70.0,,,,,40.0,30.0,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-93.110963,34.211913
90,11660,188,Greers Ferry Lake,19647,USCE-Little Rock District,Electric Utility,700 Heber Springs Road North,Heber Springs,Cleburne,Arkansas,72543.0,hydroelectric,Hydroelectric = 90 MW,Conventional Hydroelectric,96.0,90.0,,,,,90.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-91.9953,35.5207
91,11661,193,Municipal Light,15043,City of Piggott - (AR),Electric Utility,Castleberry Street,Piggott,Clay,Arkansas,72454.0,petroleum,Petroleum = 7.2 MW,Petroleum Liquids,7.2,7.2,,,,,,,,,7.2,,,,"EIA-860, EIA-860M and EIA-923",202305,-90.1867,36.3858
92,11662,195,Narrows (AR),19406,USCE -Vickburg District,Electric Utility,2859 HWY 19 North,Murfreesboro,Pike,Arkansas,71958.0,hydroelectric,Hydroelectric = 29.1 MW,Conventional Hydroelectric,25.5,29.1,,,,,29.1,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-93.715168,34.148427
93,11663,196,Norfork,19647,USCE-Little Rock District,Electric Utility,1487 Highway 177,Salesville,Baxter,Arkansas,72653.0,hydroelectric,Hydroelectric = 80 MW,Conventional Hydroelectric,80.4,80.0,,,,,80.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-92.2401,36.2491
94,11664,197,Blakely Mountain,19406,USCE -Vickburg District,Electric Utility,1111 Blakely Dam Road,Royal,Garland,Arkansas,71968.0,hydroelectric,Hydroelectric = 75 MW,Conventional Hydroelectric,75.0,75.0,,,,,75.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-93.194425,34.570984
95,11665,198,Bull Shoals,19647,USCE-Little Rock District,Electric Utility,324 W 7TH,Mountain Home,Marion,Arkansas,72653.0,hydroelectric,Hydroelectric = 370 MW,Conventional Hydroelectric,340.0,370.0,,,,,370.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-92.5763,36.3635
96,11666,199,Dardanelle,19647,USCE-Little Rock District,Electric Utility,1022 Dam Road,Dardanelle,Pope,Arkansas,72834.0,hydroelectric,Hydroelectric = 140 MW,Conventional Hydroelectric,160.8,140.0,,,,,140.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-93.1686,35.2503
97,11667,201,Thomas Fitzhugh,807,Arkansas Electric Coop Corp,Electric Utility,6006 Lock and Dam Road,Ozark,Franklin,Arkansas,72949.0,natural gas,Natural Gas = 162 MW,Natural Gas Fired Combined Cycle,185.0,162.0,,,,,,,162.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-93.804926,35.462382
98,11668,202,Carl Bailey,807,Arkansas Electric Coop Corp,Electric Utility,535 Woodruff 816,Augusta,Woodruff,Arkansas,72006.0,natural gas,Natural Gas = 122 MW,Natural Gas Steam Turbine,120.0,122.0,,,,,,,122.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-91.363426,35.260102
99,11669,203,McClellan (AR),807,Arkansas Electric Coop Corp,Electric Utility,1625 Bradley Ferry Road,Camden,Ouachita,Arkansas,71701.0,natural gas,Natural Gas = 134 MW,Natural Gas Steam Turbine,136.0,134.0,,,,,,,134.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-92.7917,33.5648
100,11670,204,Clinton Power Station,55951,Constellation Nuclear,IPP Non-CHP,Rt. 54 West,Clinton,DeWitt,Illinois,61727.0,nuclear,Nuclear = 1065 MW,Nuclear,1138.3,1065.0,,,,,,,,1065.0,,,,,"EIA-860, EIA-860M and EIA-923",202305,-88.8339,40.1719
101,11671,210,Wolf Creek Generating Station,20893,Wolf Creek Nuclear Optg Corp,Electric Utility,1550 Oxen Lane N.E.,Burlington,Coffey,Kansas,66839.0,nuclear,Nuclear = 1225 MW,Nuclear,1267.7,1225.0,,,,,,,,1225.0,,,,,"EIA-860, EIA-860M and EIA-923",202305,-95.68978,38.23926
102,11672,214,Alta Powerhouse,14328,Pacific Gas & Electric Co.,Electric Utility,904 Alta PH Rd,Alta,Placer,California,95701.0,hydroelectric,Hydroelectric = 1 MW,Conventional Hydroelectric,1.0,1.0,,,,,1.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.80355,39.215979
103,11673,215,Angels,19586,Utica Water & Power Authority,IPP Non-CHP,1168 Booster Way,Angels Camp,Calaveras,California,95222.0,hydroelectric,Hydroelectric = 0.7 MW,Conventional Hydroelectric,1.4,0.7,,,,,0.7,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.539444,38.071944
104,11674,217,Balch 1,14328,Pacific Gas & Electric Co.,Electric Utility,Trimmer Springs Road,Balch Camp,Fresno,California,93649.0,hydroelectric,Hydroelectric = 34 MW,Conventional Hydroelectric,31.0,34.0,,,,,34.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-119.087712,36.909137
105,11675,218,Balch 2,14328,Pacific Gas & Electric Co.,Electric Utility,Trimmer Springs Road,Balch Camp,Fresno,California,93649.0,hydroelectric,Hydroelectric = 105 MW,Conventional Hydroelectric,97.2,105.0,,,,,105.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-119.087556,36.908907
106,11676,219,Belden,14328,Pacific Gas & Electric Co.,Electric Utility,"Hwy 70, 13 mi NE/O Storrie",Belden,Plumas,California,95915.0,hydroelectric,Hydroelectric = 125 MW,Conventional Hydroelectric,117.9,125.0,,,,,125.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.249438,40.007445
107,11677,220,Bucks Creek,14328,Pacific Gas & Electric Co.,Electric Utility,"Hwy 70, 1/4 mi W/O Storrie",Storrie,Plumas,California,95980.0,hydroelectric,Hydroelectric = 65 MW,Conventional Hydroelectric,66.0,65.0,,,,,65.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.327692,39.91062
108,11678,221,Butt Valley,14328,Pacific Gas & Electric Co.,Electric Utility,Caribou-Pratville Road,Belden,Plumas,California,95956.0,hydroelectric,Hydroelectric = 41 MW,Conventional Hydroelectric,40.0,41.0,,,,,41.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.190663,40.175656
109,11679,222,Caribou 1,14328,Pacific Gas & Electric Co.,Electric Utility,1000 Caribou Road,Belden,Plumas,California,95956.0,hydroelectric,Hydroelectric = 75 MW,Conventional Hydroelectric,73.8,75.0,,,,,75.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.148241,40.085476
110,11680,223,Caribou 2,14328,Pacific Gas & Electric Co.,Electric Utility,1000 Caribou Road,Belden,Plumas,California,95956.0,hydroelectric,Hydroelectric = 120 MW,Conventional Hydroelectric,117.9,120.0,,,,,120.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.149373,40.085997
111,11681,224,Centerville PH,14328,Pacific Gas & Electric Co.,Electric Utility,Nimshew Stage Road,Chico,Butte,California,95927.0,hydroelectric,Hydroelectric = 6.4 MW,Conventional Hydroelectric,6.4,6.4,,,,,6.4,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.657383,39.788877
112,11682,225,Chili Bar,16534,Sacramento Municipal Util Dist,Electric Utility,Highway 193,Placerville,El Dorado,California,95667.0,hydroelectric,Hydroelectric = 7 MW,Conventional Hydroelectric,8.3,7.0,,,,,7.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.813239,38.771764
113,11683,227,Coleman PH,14328,Pacific Gas & Electric Co.,Electric Utility,Coleman Fish Hatchery Road,Anderson,Shasta,California,96022.0,hydroelectric,Hydroelectric = 13 MW,Conventional Hydroelectric,12.1,13.0,,,,,13.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-122.121904,40.404645
114,11684,229,Cow Creek,14328,Pacific Gas & Electric Co.,Electric Utility,South Cow Creek Road,Millville,Shasta,California,96062.0,hydroelectric,Hydroelectric = 1.8 MW,Conventional Hydroelectric,1.4,1.8,,,,,1.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-122.02093,40.570817
115,11685,231,Cresta,14328,Pacific Gas & Electric Co.,Electric Utility,"Hwy 70, 9 mi SW/O Storrie",Storrie,Butte,California,95980.0,hydroelectric,Hydroelectric = 70 MW,Conventional Hydroelectric,73.8,70.0,,,,,70.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.409687,39.825907
116,11686,232,De Sabla,14328,Pacific Gas & Electric Co.,Electric Utility,De Sabla Powerhouse Road,Magalia,Butte,California,95954.0,hydroelectric,Hydroelectric = 18.5 MW,Conventional Hydroelectric,18.4,18.5,,,,,18.5,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.631819,39.869265
117,11687,233,Deer Creek PH,14328,Pacific Gas & Electric Co.,Electric Utility,Chalk Bluff Road,Nevada City,Nevada,California,95959.0,hydroelectric,Hydroelectric = 5.7 MW,Conventional Hydroelectric,5.5,5.7,,,,,5.7,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.8443,39.29807
118,11688,235,Drum 1,14328,Pacific Gas & Electric Co.,Electric Utility,Drum Powerhouse Road,Alta,Placer,California,95701.0,hydroelectric,Hydroelectric = 54 MW,Conventional Hydroelectric,49.2,54.0,,,,,54.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.767437,39.256873
119,11689,236,Drum 2,14328,Pacific Gas & Electric Co.,Electric Utility,Drum Powerhouse Road,Alta,Placer,California,95701.0,hydroelectric,Hydroelectric = 49.5 MW,Conventional Hydroelectric,53.1,49.5,,,,,49.5,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.767046,39.257388
120,11690,237,Dutch Flat,14328,Pacific Gas & Electric Co.,Electric Utility,Dutch Flat Road,Alta,Placer,California,95701.0,hydroelectric,Hydroelectric = 22 MW,Conventional Hydroelectric,22.0,22.0,,,,,22.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.835587,39.216985
121,11691,238,El Dorado,25915,El Dorado Irrigation District,Electric Utility,1000 Powerhouse Road,Pollock Pines,El Dorado,California,95667.0,hydroelectric,Hydroelectric = 20.8 MW,Conventional Hydroelectric,20.0,20.8,,,,,20.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.619152,38.793574
122,11692,239,Electra,14328,Pacific Gas & Electric Co.,Electric Utility,Electric Road off Highway 49,Jackson,Amador,California,95642.0,hydroelectric,Hydroelectric = 98 MW,Conventional Hydroelectric,102.5,98.0,,,,,98.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.669901,38.330985
123,11693,240,Haas,14328,Pacific Gas & Electric Co.,Electric Utility,Trimmer Springs Road,Balch Camp,Fresno,California,93649.0,hydroelectric,Hydroelectric = 144 MW,Conventional Hydroelectric,135.0,144.0,,,,,144.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-119.02025,36.927424
124,11694,241,Halsey,14328,Pacific Gas & Electric Co.,Electric Utility,Dry Creek Road,Auburn,Placer,California,95603.0,hydroelectric,Hydroelectric = 11 MW,Conventional Hydroelectric,13.6,11.0,,,,,11.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.041932,38.956985
125,11695,242,Hamilton Branch,14328,Pacific Gas & Electric Co.,Electric Utility,Lake Almanor,Peninsula Village,Plumas,California,96137.0,hydroelectric,Hydroelectric = 4.8 MW,Conventional Hydroelectric,5.3,4.8,,,,,4.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.089479,40.268712
126,11696,243,Hat Creek 1,14328,Pacific Gas & Electric Co.,Electric Utility,"Baun Lake Road, Star Route 1",Burney,Shasta,California,96013.0,hydroelectric,Hydroelectric = 8.5 MW,Conventional Hydroelectric,10.0,8.5,,,,,8.5,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.544462,40.929297
127,11697,244,Hat Creek 2,14328,Pacific Gas & Electric Co.,Electric Utility,Hat Creek #2 Powerhouse Rd.,Burney,Shasta,California,96013.0,hydroelectric,Hydroelectric = 8.5 MW,Conventional Hydroelectric,10.0,8.5,,,,,8.5,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.548657,40.960675
128,11698,246,Humboldt Bay,14328,Pacific Gas & Electric Co.,Electric Utility,Buhne Pt. 1000 King Salmon Ave,Eureka,Humboldt,California,95503.0,natural gas,Natural Gas = 163.4 MW,Natural Gas Internal Combustion Engine,167.0,163.4,,,,,,,163.4,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-124.2103,40.7415
129,11699,248,Inskip,14328,Pacific Gas & Electric Co.,Electric Utility,Manton-Viola Road,Manton,Tehama,California,96059.0,hydroelectric,Hydroelectric = 8 MW,Conventional Hydroelectric,7.6,8.0,,,,,8.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.965502,40.400988
130,11700,249,James B Black,14328,Pacific Gas & Electric Co.,Electric Utility,Pitt 5 Road,Big Bend,Shasta,California,96065.0,hydroelectric,Hydroelectric = 172 MW,Conventional Hydroelectric,168.6,172.0,,,,,172.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.975182,40.992295
131,11701,250,Kerckhoff,14328,Pacific Gas & Electric Co.,Electric Utility,Smalley Road,Auberry,Fresno,California,93602.0,hydroelectric,Hydroelectric = 25.2 MW,Conventional Hydroelectric,22.6,25.2,,,,,25.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-119.552826,37.092486
132,11702,253,Kilarc,14328,Pacific Gas & Electric Co.,Electric Utility,Fern Road,Whitmore,Shasta,California,96096.0,hydroelectric,Hydroelectric = 1.6 MW,Conventional Hydroelectric,1.5,1.6,,,,,1.6,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.873253,40.677827
133,11703,254,Kings River PH,14328,Pacific Gas & Electric Co.,Electric Utility,Trimmer Springs Road,Balch Camp,Fresno,California,93649.0,hydroelectric,Hydroelectric = 52 MW,Conventional Hydroelectric,48.6,52.0,,,,,52.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-119.158777,36.888166
134,11704,255,Lime Saddle,14328,Pacific Gas & Electric Co.,Electric Utility,"Pentz Road, Rural Route1",Oroville,Butte,California,95965.0,hydroelectric,Hydroelectric = 2 MW,Conventional Hydroelectric,2.0,2.0,,,,,2.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.57096,39.698755
135,11705,258,Merced Falls,12312,Merced Irrigation District,IPP Non-CHP,Merced Falls Road,Snelling,Merced,California,95369.0,hydroelectric,Hydroelectric = 3.5 MW,Conventional Hydroelectric,3.4,3.5,,,,,3.5,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.329905,37.52301
136,11706,260,Dynegy Moss Landing Power Plant Hybrid,54802,Dynegy -Moss Landing LLC,IPP Non-CHP,7301 State Highway 1,Moss Landing,Monterey,California,95039.0,natural gas,"Battery = 400 MW, Natural Gas = 1020 MW",Batteries; Natural Gas Fired Combined Cycle;,1798.0,1420.0,400.0,,,,,,1020.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.782241,36.804837
137,11707,261,Murphys,19586,Utica Water & Power Authority,IPP Non-CHP,Utica Power House Rd off Hwy 4,Murphys,Calaveras,California,95247.0,hydroelectric,Hydroelectric = 1.7 MW,Conventional Hydroelectric,3.6,1.7,,,,,1.7,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.446396,38.147093
138,11708,262,Narrows PH,21140,Yuba County Water Agency,Electric Utility,Engilebright Dam Road,Grass Valley,Nevada,California,95945.0,hydroelectric,Hydroelectric = 12 MW,Conventional Hydroelectric,10.2,12.0,,,,,12.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.271741,39.2364
139,11709,264,Phoenix,14328,Pacific Gas & Electric Co.,Electric Utility,Shaws Flat Road,Sonora,Tuolumne,California,95370.0,hydroelectric,Hydroelectric = 2 MW,Conventional Hydroelectric,1.6,2.0,,,,,2.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.326537,38.032103
140,11710,265,Pit 1,14328,Pacific Gas & Electric Co.,Electric Utility,"Pit 1 Road, Star Route 1",Burney,Shasta,California,96013.0,hydroelectric,Hydroelectric = 61 MW,Conventional Hydroelectric,69.2,61.0,,,,,61.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.498243,40.99084
141,11711,266,Pit 3,14328,Pacific Gas & Electric Co.,Electric Utility,"Pitt 3 Road, Star Route 1",Burney,Shasta,California,96013.0,hydroelectric,Hydroelectric = 69.9 MW,Conventional Hydroelectric,80.1,69.9,,,,,69.9,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.748139,40.997448
142,11712,267,Pit 4,14328,Pacific Gas & Electric Co.,Electric Utility,Pit River Road,Big Bend,Shasta,California,96011.0,hydroelectric,Hydroelectric = 95 MW,Conventional Hydroelectric,103.4,95.0,,,,,95.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.84944,40.986361
143,11713,268,Pit 5,14328,Pacific Gas & Electric Co.,Electric Utility,Pit 5 Road,Big Bend,Shasta,California,96011.0,hydroelectric,Hydroelectric = 160 MW,Conventional Hydroelectric,141.6,160.0,,,,,160.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.977594,40.986197
144,11714,269,Pit 6,14328,Pacific Gas & Electric Co.,Electric Utility,Big Bend Road,Montgomery Creek,Shasta,California,96065.0,hydroelectric,Hydroelectric = 80 MW,Conventional Hydroelectric,79.2,80.0,,,,,80.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.992906,40.922568
145,11715,270,Pit 7,14328,Pacific Gas & Electric Co.,Electric Utility,Fender's Ferry Road,Montgomery Creek,Shasta,California,96065.0,hydroelectric,Hydroelectric = 113 MW,Conventional Hydroelectric,109.8,113.0,,,,,113.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.990798,40.847462
146,11716,272,Poe,14328,Pacific Gas & Electric Co.,Electric Utility,Poe Road off Highway 70,Storrie,Butte,California,95980.0,hydroelectric,Hydroelectric = 120 MW,Conventional Hydroelectric,142.8,120.0,,,,,120.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.469814,39.722892
147,11717,274,Potter Valley,14328,Pacific Gas & Electric Co.,Electric Utility,End of Powerhouse Road,Potter Valley,Mendocino,California,95469.0,hydroelectric,Hydroelectric = 9.2 MW,Conventional Hydroelectric,9.4,9.2,,,,,9.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-123.127934,39.361786
148,11718,275,Rock Creek,14328,Pacific Gas & Electric Co.,Electric Utility,"Hwy 70, 35 mi E/O Oroville",Storrie,Plumas,California,95980.0,hydroelectric,Hydroelectric = 126 MW,Conventional Hydroelectric,126.0,126.0,,,,,126.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.345226,39.90521
149,11719,276,San Joaquin 2,14328,Pacific Gas & Electric Co.,Electric Utility,County Road 222,North Fork,Madera,California,93643.0,hydroelectric,Hydroelectric = 3.2 MW,Conventional Hydroelectric,2.8,3.2,,,,,3.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-119.497508,37.203233
150,11720,277,San Joaquin 3,14328,Pacific Gas & Electric Co.,Electric Utility,County Road 222,North Fork,Madera,California,93643.0,hydroelectric,Hydroelectric = 4.2 MW,Conventional Hydroelectric,4.0,4.2,,,,,4.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-119.519352,37.253718
151,11721,279,Salt Springs,14328,Pacific Gas & Electric Co.,Electric Utility,Tiger Creek-Salt Springs Road,Pioneer,Amador,California,95666.0,hydroelectric,Hydroelectric = 44 MW,Conventional Hydroelectric,42.0,44.0,,,,,44.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.21811,38.497914
152,11722,280,South,14328,Pacific Gas & Electric Co.,Electric Utility,South Powerhouse Road,Manton,Tehama,California,96059.0,hydroelectric,Hydroelectric = 7 MW,Conventional Hydroelectric,6.7,7.0,,,,,7.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.879186,40.395396
153,11723,281,Spaulding 1,14328,Pacific Gas & Electric Co.,Electric Utility,11028 Lake Spaulding Rd,Emigrant Gap,Nevada,California,95715.0,hydroelectric,Hydroelectric = 7 MW,Conventional Hydroelectric,7.0,7.0,,,,,7.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.644807,39.324613
154,11724,282,Spaulding 2,14328,Pacific Gas & Electric Co.,Electric Utility,11028 Lake Spaulding Rd,Emigrant Gap,Nevada,California,95715.0,hydroelectric,Hydroelectric = 4.4 MW,Conventional Hydroelectric,3.7,4.4,,,,,4.4,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.645375,39.324592
155,11725,283,Spaulding 3,14328,Pacific Gas & Electric Co.,Electric Utility,11028 Lake Spaulding Rd,Emigrant Gap,Nevada,California,95715.0,hydroelectric,Hydroelectric = 5.8 MW,Conventional Hydroelectric,6.6,5.8,,,,,5.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.635467,39.337679
156,11726,284,Spring Gap,14328,Pacific Gas & Electric Co.,Electric Utility,Frazer Flat Road,Long Barn,Tuolumne,California,95335.0,hydroelectric,Hydroelectric = 7 MW,Conventional Hydroelectric,6.0,7.0,,,,,7.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.11168,38.18653
157,11727,285,Stanislaus,14328,Pacific Gas & Electric Co.,Electric Utility,Camp Nine Road,Vallecito,Tuolumne,California,95251.0,hydroelectric,Hydroelectric = 91 MW,Conventional Hydroelectric,81.9,91.0,,,,,91.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-120.370325,38.139048
158,11728,286,Geysers Unit 5-20,7160,Geysers Power Co LLC,IPP Non-CHP,10350 Socrates Mine Road,Middletown,Sonoma,California,95461.0,geothermal,Geothermal = 644MW,Geothermal,1163.0,644.0,,,,644.0,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-122.745,38.777
